student_name,email,course_id
Theresa Miller,ewilliams@miller-may.com,MATH-UA
Karen Golden,bradleykathleen@gmail.com,PHIL-UA
Brandon Yoder,blopez@yahoo.com,CP-UY
Elizabeth Rose,burnetteric@yahoo.com,RSK-UY
Melinda Wagner,virginialopez@brown.com,ECON-UB
Scott Fitzpatrick,frank86@hotmail.com,HIST-UA
Nathan Conrad MD,ttownsend@thompson.biz,LING-UA
Mercedes Weiss,matthewcarrillo@mercado.net,CRWRI-UA
Christopher Delgado,garciaomar@hotmail.com,ECE-UY
Denise Wilson,logan17@brown-campos.net,TECH-UB
Steven Wong,vasquezbrian@walker-mejia.info,MU-UY
Jesse Lawrence,cunninghamnicole@hotmail.com,PHIL-UA
Diamond Fields,eric92@gmail.com,CFI-UA
Tristan Ford,robertsjames@gmail.com,GERM-UA
James Khan,stanleyjessica@gmail.com,EXPOS-UA
Brian Baker,arogers@hotmail.com,AH-UY
Victoria Walton,lanenicholas@yahoo.com,PORT-UA
Cynthia Gray,fwalsh@gmail.com,MKTG-UB
Nancy Mathews,parkermark@francis.com,PHYS-UA
Michael Daniels,ugilmore@yahoo.com,NEURL-UA
James Parker,tony54@williams.com,NODEP-UA
William Kent,mccartyamber@tyler-soto.info,PSYCH-UA
Willie Willis,ahernandez@yahoo.com,CP-UY
Diamond Garner,tammy19@gaines.com,HU-UY
Anne Adams,ujackson@murray.com,MKTG-UB
Jennifer Kelly,nlopez@yahoo.com,PUBPL-UA
Thomas White,mcknightmichelle@williams-moore.com,CAMS-UA
James Burke,villanuevaalec@gonzales-coleman.com,FL-UY
Jose Weaver,sarahrichardson@hotmail.com,EAST-UA
Mr. Colton Buckley,nancystone@hotmail.com,HI-UY
Julie Chen,ahale@hotmail.com,MHUM-UA
Shane Barr,pottsanita@wilson-morris.org,POL-UA
Stephanie Hill,thomasmeyer@yahoo.com,POL-UA
Kathleen Clay,schmidtleslie@hotmail.com,ENVST-UA
Christina Hernandez,alee@hotmail.com,HI-UY
Joan Carter,mreeves@golden.com,HU-UY
Monica Reyes,charles79@wong.biz,BMS-UY
Dr. Teresa Solis DDS,klyons@gmail.com,MUSIC-UA
Kim Murray,shawcraig@gmail.com,ANTH-UA
Matthew Anderson,johnsonkenneth@banks.com,JOUR-UA
Randy Mason,angela69@osborne.biz,EN-UY
Melissa Duncan,stevennguyen@gmail.com,CFI-UA
Robert Stanley,priceandrew@martinez.org,HEL-UA
Douglas Hudson,brianmorales@gmail.com,BMS-UY
Diana Oliver,brianrobinson@williams.info,PHIL-UA
Scott Fisher,jason41@hotmail.com,CAM-UY
Suzanne Smith,murphysherry@yahoo.com,PHYS-UA
Brian Kaiser,victoria49@yahoo.com,HBRJD-UA
Marilyn Lam,wsmith@hotmail.com,EG-UY
Mark Chase,ewashington@gmail.com,LING-UA
Holly Harris,douglas37@yahoo.com,DRLIT-UA
Leon Osborne,richmondjoel@bradford-jones.info,SOIM-UB
Dakota Soto,perezangela@smith.org,ME-UY
Erika Green,mccormickcolton@mosley.com,LS-UY
Andrew Best DDS,jessicabaker@holder-washington.com,DRLIT-UA
Alex Jones,davisjay@yahoo.com,ITAL-UA
Linda Diaz,perezruth@savage.com,PHIL-UA
Brian Patel,michelleanderson@gmail.com,AN-UY
Tina Padilla,frank34@dominguez.org,BPEP-UB
Emily Sandoval,bakersarah@yahoo.com,PSYCH-UA
Nicholas Gonzales,nevans@benton.com,SOC-UA
Sarah Jones,vroth@gmail.com,MEDI-UA
Jessica Wright,kelly49@lucas.com,ECON-UA
Tonya Perez,christophercooper@harris.net,ANST-UA
Michael Flores,richardsonvalerie@williams.biz,SOIM-UB
Courtney Crawford,david99@gmail.com,BTEP-UB
Harold Newman,austingonzalez@yahoo.com,DRLIT-UA
Melanie Hall,haleyamber@jones-gaines.net,TECH-UB
Jodi Ward,rfields@yahoo.com,MU-UY
Yvette Wagner,alexis08@robinson-jacobs.net,MA-UY
Melinda Simmons,monica78@gmail.com,MUSIC-UA
Thomas Ballard,christopherking@juarez.com,ECE-UY
Amanda Jensen,doris54@fry-hampton.com,HI-UY
Tyler Mercado,kristi46@hotmail.com,ITAL-UA
Jamie Gibson,nfisher@lambert.com,HEL-UA
Ryan Wu,stewartfrancisco@henderson.info,INTRL-UA
Caleb Nunez MD,robert08@gmail.com,AE-UY
Melissa Boyer,devinlambert@simon.com,DRLIT-UA
Matthew Bruce,scott70@gonzalez.com,HEL-UA
Jonathan Lawson,lfreeman@hotmail.com,COLU-UA
Monica Rojas,pbowers@gmail.com,ANST-UA
Russell Savage,michael12@collins.com,ECON-UA
Jon Flores,thomasscott@yahoo.com,ENGL-UA
Katherine Stevens,qwright@hotmail.com,COLIT-UA
Sarah Barton,brendangarcia@richmond-pitts.com,BSPA-UB
Megan Armstrong,sharonknight@thornton-spencer.com,EN-UY
Stephen Love,kellybailey@may-phillips.net,TECH-UB
Jamie Burnett,sgordon@johnson.com,FREN-UA
Larry Guerrero,kayla72@oconnor.biz,HBRJD-UA
Vincent Austin,mcdonaldcarl@marquez-howard.net,ANST-UA
Michelle Hamilton,susandelacruz@yahoo.com,ECON-UA
Justin Wright,dennischambers@gmail.com,MULT-UB
Matthew Wilson,daisyrocha@jordan.com,MEIS-UA
Shawn Day,zmorrow@cortez-schwartz.net,PL-UY
Jordan Lee,ryanhanson@hotmail.com,BTEP-UB
William Osborne,ghernandez@turner.org,RSK-UY
Paul Turner,davidwang@hotmail.com,EG-UY
Pamela Snyder,mcmahonrichard@yahoo.com,CSCI-UA
Matthew Jackson,kgarcia@yang.com,HBRJD-UA
Joel Phelps,millersarah@hotmail.com,CRWRI-UA
Julia Fowler,ghoward@hotmail.com,ITAL-UA
Hannah Robinson,katherine02@williams.info,EC-UY
Donna Velasquez,jameswilcox@evans.net,IRISH-UA
Isaac Todd,lisagomez@hotmail.com,MATH-UA
Craig Warner,chad36@yahoo.com,NEURL-UA
Dan Evans,ashley66@holland-moran.biz,VIP-UY
Philip Price,paulatorres@thomas.org,CFI-UA
Tammy Drake,frodgers@yahoo.com,MG-UY
Tracy Liu,william87@gmail.com,SOIM-UB
Samantha Evans,blackgloria@yahoo.com,DRLIT-UA
Matthew Williams,deckersteven@hotmail.com,VIP-UY
Brian Brown,rachael80@gmail.com,CE-UY
Nicholas Aguilar,ericreid@bates.info,RELST-UA
Timothy Grant,williamschristine@gmail.com,HBRJD-UA
Ruth Duffy,floresbeth@williams.com,RSK-UY
Don Grant,joe85@hotmail.com,STS-UY
Christian Bray,vegadiana@hotmail.com,CS-UY
Cindy Casey,dianevillanueva@hotmail.com,SOC-UA
Richard Spence,nmann@reyes.com,HBRJD-UA
David Snyder,smithbrian@lewis.biz,TECH-UB
Gregory Nelson,helenjohnson@reed-kim.com,EN-UY
Shannon Mosley,hughessandra@fletcher.org,SPAN-UA
James Savage,bsmith@benson.com,ENVST-UA
Jacob Johnson,christopherosborne@yahoo.com,PH-UY
Sherry Hogan,tara65@sanders.com,CP-UY
Kayla Jones,robynfoster@hotmail.com,CM-UY
Michael Rivera,qvargas@ramirez.com,OPMG-UB
Jessica Gray,briana47@watkins.com,CP-UY
Brandi Martinez,wendyanderson@gmail.com,SOIM-UB
Benjamin Mcgee,watsonstephen@armstrong-kim.com,COLU-UA
Monica Stanley,james13@brown.com,GERM-UA
Sheila Buchanan,uthomas@yahoo.com,OPMG-UB
Christopher Perez,lhowell@ali.com,MD-UY
Kristen Bentley,perezallison@rivera.com,CHEM-UA
Donald Adams,mollyvargas@weaver-barker.org,PS-UY
Hailey Mayo,pereznorma@yahoo.com,PSYCH-UA
Pamela Lee,ashley61@hotmail.com,COLIT-UA
Daniel Payne,kimberly37@gmail.com,MATH-UA
Jeffrey Moore,sharrington@gmail.com,ECE-UY
Pamela Brown,tomzuniga@jones-rhodes.biz,GERM-UA
Jeffery Murillo,webbpamela@hotmail.com,BIOL-UA
Kimberly Jackson,kaylee13@king.net,CRWRI-UA
Christine Lutz,buckleyjessica@yahoo.com,EXPOS-UA
Kevin Mcbride,christine62@hill-conley.com,SCA-UA
Tristan Solomon,bharrison@mckenzie.com,ME-UY
Alejandro Moss,navarroricky@yahoo.com,GS-UY
Eric Martin,leonard59@hotmail.com,RSK-UY
Monica Day,michael78@yahoo.com,HIST-UA
Stacey Harrison,alexmoore@hotmail.com,NEURL-UA
Christina Murphy,richardwilliams@rosario.com,MHUM-UA
Catherine Gillespie,matthewfrank@martin-simmons.net,ECON-UB
Joseph Molina,john98@gmail.com,ECON-UA
Mckenzie Caldwell,brandywells@yahoo.com,AE-UY
Andrew Walker,ghart@hotmail.com,FIN-UY
John Cooper,galvanbrianna@may-saunders.net,PUBPL-UA
Todd Benson,megan10@hotmail.com,BIOL-UA
Ariana Mathews,kristine72@martin-doyle.net,CHEM-UA
Jared Sanders,kevans@gmail.com,EG-UY
Alyssa Thompson,johnstonmaria@yahoo.com,PHP-UY
Stacy Cox,kyleayala@liu.com,MEDI-UA
Rebecca Torres,codyallen@gmail.com,ANST-UA
Suzanne Thompson,david98@cunningham.com,CS-UY
Robert Washington MD,davisdakota@mendoza-pugh.com,ROB-UY
Robert Meyer,michael27@hotmail.com,BSPA-UB
Jenny French,john95@hotmail.com,CAM-UY
Cesar Pruitt,frankjessica@cruz.com,OPMG-UB
Brittany Smith,bgreer@parker.com,NEURL-UA
Ruth Pierce,dillonbrendan@gonzalez.org,MA-UY
Ashley Ballard,rodriguezalec@daugherty-rose.net,EN-UY
Michael George,tammy11@brown-caldwell.com,CE-UY
Brent Roberts,jenniferheath@yahoo.com,EG-UY
Bryan Mitchell,wbranch@hotmail.com,CFI-UA
April Powell,sherry03@hotmail.com,AN-UY
Patrick Alexander,trevorhart@yahoo.com,ANST-UA
Robert Williams,josephjacobson@gmail.com,DRLIT-UA
Gary Snow,douglasjuarez@gmail.com,CHEM-UA
Darrell Brown,sandynunez@gmail.com,ECON-UA
Kimberly Baker,fjones@reeves.net,MD-UY
Thomas Thomas,qpitts@morris.net,CBE-UY
Molly Henderson,stephaniemiller@yahoo.com,SOC-UA
William Jones,joyce49@hotmail.com,COLU-UA
Jason Rich,daviddyer@hotmail.com,AE-UY
Michelle Hoffman,denise70@olsen.com,GERM-UA
Monica Wright,fhayes@nicholson.org,MHUM-UA
Diane Erickson,porterjonathan@yahoo.com,FIN-UY
Timothy Nicholson,dmejia@yahoo.com,ANTH-UA
Amber Jacobs,trevor93@alvarez.com,ECON-UB
Frank Hall,brittney45@hotmail.com,CLASS-UA
Amanda Salazar,kmolina@barker-frazier.com,MU-UY
Jessica Smith,jeffrey98@craig.biz,HEL-UA
Michael Holden,jyoung@yahoo.com,FREN-UA
Tracy Schwartz,manuel19@hotmail.com,BMS-UY
Jason Johnson,jenningsshawn@nielsen-washington.org,ME-UY
Ashley Hanna,joneskristie@gmail.com,MG-UY
Curtis Gibbs,julie66@robinson.com,ITAL-UA
Brendan Taylor,bakerlaura@hotmail.com,GERM-UA
Daniel Smith,clineluis@hotmail.com,FINC-UB
Willie Reynolds,laurie50@yahoo.com,CE-UY
Gabriel Flores,angela31@gmail.com,URB-UY
Phillip Nelson,matthew89@hotmail.com,CM-UY
Melissa Stephenson,sabrina98@singleton.net,OPMG-UB
Jacob Snyder,curtisana@yahoo.com,ACCT-UB
Stacey Moore,sarahturner@stewart.com,MULT-UB
Jason Knight,michellesmith@saunders.com,INTRL-UA
James Adams,albertperkins@yahoo.com,GS-UY
Marc Mccoy,bradmorrow@yahoo.com,JOUR-UA
Kendra Tate,mckinneyjennifer@reyes.com,HIST-UA
Lauren Riley,jwilkinson@king.com,SCA-UA
Regina Robbins,alicia08@cox.com,EC-UY
Gabriel Jackson,alyssa68@goodman.com,LA-UY
Brandon Harvey,belindapatton@arias.com,BPEP-UB
Brenda Wallace,pierceangela@horton.info,LING-UA
Thomas Green,colemanning@jones-mccarty.biz,HU-UY
Julie Hanson,vaughnmichele@yahoo.com,FREN-UA
Stephanie Day,allenboone@robinson.info,MGMT-UB
Ana Ross,natalieprice@shepherd.com,MUSIC-UA
Lauren Gray,jamesjames@yahoo.com,ECE-UY
Heather Sutton,bbeck@gmail.com,DS-UA
Desiree Edwards,paul01@gmail.com,PS-UY
Scott Randolph,huertajason@yahoo.com,COLU-UA
Regina Jones,stephenevans@gmail.com,SEG-UY
Joshua Henson,karashields@walker.com,ME-UY
Matthew Jenkins,anita06@hotmail.com,LWSOC-UA
Manuel Lee,browninggeorge@king.org,HBRJD-UA
Karen Johnston,ilewis@santos-salas.com,PS-UY
Marissa Campbell,alexandrahurst@gmail.com,EAST-UA
Sandra Perry,barnesbarbara@bates.com,GLBL-UA
Misty Lewis,christina40@gmail.com,HU-UY
Michelle Castro,uramirez@hotmail.com,POL-UA
Holly Allen,deborahsims@gmail.com,HBRJD-UA
Madeline Daniels,maryhowell@gmail.com,LWSOC-UA
Ian Lawrence,qwebster@yahoo.com,EN-UY
Joseph Jackson,brianrobbins@smith.com,HBRJD-UA
Faith Ramirez,kdeleon@campbell.biz,ECE-UY
Andre Barnes,howard66@yahoo.com,VIP-UY
Dawn Payne,jessegomez@hotmail.com,ITAL-UA
Andrew Valdez,anthony60@fields-lucas.com,MULT-UB
Mrs. Kerri Peterson MD,stevenmathis@yahoo.com,PL-UY
Kelly Stanley,vsims@ford.com,GS-UY
Richard Brown,michellewhitney@gmail.com,CBE-UY
Adrienne Love,powellneil@yahoo.com,COLIT-UA
Amanda Chung,leahshelton@rodriguez.net,CHEM-UA
Melissa Hall,thomasholloway@yahoo.com,AN-UY
Kaylee Cummings,perrykayla@yahoo.com,SOC-UA
Hector Johnson,jwright@hotmail.com,EN-UY
Steven Smith,joseph08@smith-villanueva.biz,MKTG-UB
Edward Carlson MD,jacquelinelyons@moody.com,PORT-UA
Nicole Thompson,andersonjennifer@ball.com,MGMT-UB
Bruce Calhoun,ericgarcia@hotmail.com,DM-UY
Anthony Farley,anngraham@gmail.com,EC-UY
Wanda Choi,calvin84@yahoo.com,ANST-UA
Sherry Gaines,pattersonveronica@dudley.biz,MA-UY
Troy Johnson,john37@wade-west.info,LS-UY
Stephen Jones,amber97@hotmail.com,CSCI-UA
Kelsey Ramirez,lancereeves@cummings.info,NEURL-UA
Angela Scott,john09@patel.com,CLASS-UA
Mrs. Crystal Ramos DDS,staceymann@yahoo.com,DS-UA
Wesley Hayes,ahunter@mayer-henderson.net,HEL-UA
Ronald Woods,wwhite@gmail.com,GLBL-UA
Jessica George,karikirby@hoffman.com,PSYCH-UA
Ashley Adams,phammond@fowler.com,ENVST-UA
David Barnett,chenry@murray-morris.com,PH-UY
Terry Dunn,sjones@liu-shepherd.com,CAM-UY
Andrew Ward,ashleyjames@gmail.com,MULT-UB
Erin Tate,adam39@david.com,MEDI-UA
Angela Martinez,andersonkimberly@walker.org,CFI-UA
Kelly Martin,ccampos@castro.com,MULT-UB
Jacqueline Garcia,johnsmith@smith.com,MUSIC-UA
Jennifer Mason,shafferlauren@conley.com,RELST-UA
Robert Mcdonald,reidbobby@gmail.com,LWSOC-UA
Bobby Smith DDS,jason58@yahoo.com,PHIL-UA
Robert Jackson,kevinbarker@wallace.com,DM-UY
Shelly Lewis,samanthaatkins@hotmail.com,BTEP-UB
John Lopez,catherine96@hotmail.com,LING-UA
Kyle Romero,joshua81@gmail.com,HEL-UA
Adam Morse,frankbrown@gmail.com,EN-UY
Courtney Morales,amberbailey@cannon.biz,CORE-UA
Wesley Long,susan86@hotmail.com,NODEP-UA
Kathleen Adkins,rsmith@cervantes-parks.net,MU-UY
Marcus Landry,rodriguezvincent@yahoo.com,VIP-UY
Michael Lopez,uwalter@peck.net,CBE-UY
Michael Carter,arnoldann@yahoo.com,LWSOC-UA
Michael Bryan,christopherhenry@gmail.com,CRWRI-UA
Ryan Owens,jefferythompson@johnson.org,ENGL-UA
James Solis,banksgeorge@gmail.com,FINC-UB
Austin Leonard,shepardtiffany@chavez.com,PHYS-UA
Lisa Gonzalez,nmorse@hardy-jordan.com,URB-UY
Steven Hanson,jimmy89@barry-rogers.biz,CAM-UY
Tim Yang,emily38@espinoza.net,PHYS-UA
Scott Anderson,nicolefields@yahoo.com,CM-UY
Jamie Ramirez,grace15@briggs.info,CORE-UA
Monica Bruce,ibrown@hotmail.com,SOC-UA
Tanya Lindsey,farleyjonathan@yahoo.com,MU-UY
Lynn Osborne,michele15@yahoo.com,HEL-UA
Jenny Parker,tina74@williams.com,PHP-UY
Ashley Duke,natalieking@rodriguez.info,ECON-UB
Larry Vaughn,michaelacevedo@hotmail.com,OPMG-UB
Gregg Crosby,herringlogan@savage.com,EXPOS-UA
Garrett Scott,ibartlett@davis-clark.biz,NEURL-UA
Sandra Lucas,richard11@shaw-thompson.net,COLIT-UA
Tracy Chavez,hernandezchristopher@leon.com,FL-UY
James Skinner,mkidd@yahoo.com,FREN-UA
Steven Cunningham,vking@hotmail.com,MD-UY
Christina Wallace,zjones@yahoo.com,ME-UY
Paul Hall,iburgess@miller.com,MG-UY
Louis Cortez PhD,kelsey15@gmail.com,ECON-UB
Leslie Blake,matthewdavis@vance.com,FINC-UB
Dakota Green,melissa18@cross.net,GERM-UA
Deborah Hawkins,weaverpatrick@atkins.com,CSCI-UA
Mr. Andrew Robinson DDS,laurahall@washington.com,ROB-UY
David Brown,howardtony@yahoo.com,CE-UY
Zachary Patterson,hchoi@gmail.com,ECE-UY
George Gonzalez,cookstephen@gmail.com,FINC-UB
Richard Williams,angelaleon@joseph.org,MEDI-UA
Sara Rios,ssanchez@yahoo.com,BTEP-UB
Cristian Levy,whitenancy@yahoo.com,FL-UY
Gregory Stewart,ajohnson@hotmail.com,ENVST-UA
Kristin Porter,rodriguezbrian@strickland.com,PL-UY
Tracey Cook,jasonscott@gonzalez.net,EXPOS-UA
Daniel Walls,ibarton@hotmail.com,HU-UY
Mr. Brandon Wise,silvaashley@hopkins.info,SOIM-UB
Matthew James,oodonnell@jones.biz,LWSOC-UA
Cody Gomez,sierramartinez@price.com,SCA-UA
Stephanie Smith,terri90@gmail.com,TECH-UB
Zachary Murphy,kimberlymartinez@yahoo.com,IRISH-UA
Kim Barber,katherinebrown@cantu-cox.com,JOUR-UA
Joshua Coleman,rachelholt@hotmail.com,MEIS-UA
John Odom,louis09@flores.org,TECH-UB
Sydney Guerrero,ecook@hotmail.com,MEIS-UA
Thomas Alvarez,maysdaniel@hotmail.com,AE-UY
Brian Martinez,aaronlewis@gmail.com,GERM-UA
Wanda Hooper,christopherbrown@hotmail.com,FREN-UA
Robert Fry,silvaeric@moore.info,CP-UY
Keith Campbell,kelleyemily@harris.info,POL-UA
Cristian Wright,michael03@dominguez.com,EXPOS-UA
Gary Robles,brownkimberly@schultz.com,IRISH-UA
Mr. Kenneth French Jr.,rmccullough@hotmail.com,FREN-UA
Brooke Chapman,amarquez@gmail.com,TECH-UB
Jordan Randall,williamsvictor@yahoo.com,ANST-UA
Tiffany Farmer,rachel51@hotmail.com,PHYS-UA
Andrea Wong,brian89@patel.com,ECON-UB
Mariah Collins,traciehart@gordon-johnson.com,MG-UY
Angela Martinez,micheledavis@hotmail.com,IRISH-UA
Nathan Nicholson,anna96@garcia-delgado.net,RUSSN-UA
Kenneth Waters,ashley06@yahoo.com,EC-UY
Martha Spencer DDS,michaelcox@davidson-hall.com,HEL-UA
George Bates,robert65@hensley-solis.com,INTRL-UA
Michael Lawrence,mark98@yahoo.com,ECON-UA
Jon Shepard,sharonkelly@gmail.com,MD-UY
Diana Bush,claudia75@hotmail.com,NODEP-UA
Dawn Dawson,rayjames@yahoo.com,CM-UY
Jamie Jones,emilyortiz@yahoo.com,LS-UY
Susan Miller,shawmisty@rios-davis.com,TECH-UB
Rebecca Fitzgerald,courtneytrujillo@hotmail.com,ME-UY
Mike Kim,calderonchristopher@brooks.com,AH-UY
Miguel Richard,jeffrey07@hotmail.com,TCS-UY
Chad Hobbs,vmurphy@hotmail.com,ARTH-UA
Shelly Meyers,margaretlane@mason.com,PORT-UA
Peter Harper,daniel18@hotmail.com,SPAN-UA
Scott Hamilton,mitchellkristina@hotmail.com,ECON-UA
Robert Garza,kathy27@gmail.com,COLIT-UA
Leslie Rodriguez,hschultz@park-richmond.com,RELST-UA
Anthony Thompson,dianagoodman@gmail.com,COLIT-UA
Trevor Snyder,claudia86@gmail.com,PHIL-UA
Erin Owens,csmith@gomez.com,ENVST-UA
Melissa Bailey,emccarthy@jones.com,SCA-UA
Ronald Watson,masonamy@gmail.com,MEDI-UA
Kyle Rodriguez,riverakatherine@yahoo.com,RUSSN-UA
Connie Hodge,mariafry@martin.info,FL-UY
Jeremy Sanford,taylorjessica@henry.com,ME-UY
Robert Diaz,andre71@gmail.com,PHIL-UA
Tyrone Brewer,victoriataylor@lee-salas.com,GS-UY
Heather Adams,deborahmelton@hamilton.info,RUSSN-UA
Brandi Abbott,odougherty@hotmail.com,CE-UY
Christina Perez,ebony74@strickland-love.com,CE-UY
Elizabeth Patterson,fmitchell@shelton-lucas.info,HIST-UA
Joshua King,adambrown@gmail.com,HBRJD-UA
Cesar Phillips,patricia38@gmail.com,RSK-UY
Bonnie Fleming,xyoung@sampson.com,HBRJD-UA
Curtis Smith,qesparza@gmail.com,CFI-UA
Jason Jones,erin52@carroll-harper.org,ENGL-UA
Jacqueline Gregory MD,kevin94@hotmail.com,ECON-UB
Carla Stanley,jaclyn64@hotmail.com,EG-UY
Lori Rojas,rachel31@scott-hopkins.info,SEG-UY
Todd Mccullough,hernandezphilip@hotmail.com,ENVST-UA
Daniel Jones,millerzachary@jefferson.com,CAMS-UA
Matthew Alexander,lallen@flores.com,ECE-UY
Taylor Moore,greenvanessa@gmail.com,ACCT-UB
Anthony Freeman,zmueller@hotmail.com,GS-UY
Brian Weber,melissafloyd@lewis-brown.com,PH-UY
Todd Mccormick,lisadavis@gmail.com,TECH-UB
Angela Lyons,jasonrivera@hotmail.com,GLBL-UA
Matthew Vance,david04@hernandez.com,SOC-UA
Joshua Macias,victorleonard@clark-smith.com,SCA-UA
Cassandra Patrick,lindasummers@yahoo.com,ECON-UB
Derrick Howell,ramirezbelinda@nguyen-alexander.com,ARTH-UA
Eric Johnson,williammurillo@arnold.com,STS-UY
Bobby Reynolds,brian68@gmail.com,MD-UY
Paul Padilla,thomas55@lawson.net,COLIT-UA
Matthew Mendoza,popecarla@yahoo.com,CP-UY
Brian Caldwell,shanemurray@gmail.com,CE-UY
Mrs. Mary Richardson,andrewcooper@gmail.com,OPMG-UB
Dana Mathews,lgarcia@hotmail.com,CM-UY
Kevin Decker,taylor70@palmer-larson.com,ANST-UA
Kristen Smith,wbrown@baker-williams.info,IRISH-UA
Melissa Gordon,iwood@cook.com,ACCT-UB
Adam Becker,irwinbrianna@richardson.info,CFI-UA
Shelby Warner,wkelley@jones.com,ENGL-UA
Rhonda Juarez,ronald15@nelson.com,RSK-UY
Ronald Schmidt,cruzcarol@cox.com,HU-UY
Jeremiah Jimenez,karen46@moran.com,ME-UY
Melissa Banks,qmiller@dunlap-gonzalez.org,LWSOC-UA
Tracey Wade MD,bradley52@hotmail.com,CAM-UY
Brian Mason,garymathews@gmail.com,IRISH-UA
Katherine Winters,michael32@gmail.com,PHP-UY
Jessica Ball,sheilajohnson@yahoo.com,NEURL-UA
William Mclaughlin,halvarado@johnson.com,INTRL-UA
Michael Alexander MD,bethcrawford@riddle-rice.com,ECON-UA
Stephanie Williams,emurray@smith.biz,DS-UA
Angela Khan,peggyanderson@gmail.com,CLASS-UA
Tammy Chavez,charlesgarrett@caldwell-spencer.com,FIN-UY
Anita Kelley,vcurry@gmail.com,TCS-UY
James Pratt,robyn19@rodriguez-oneal.com,ENGL-UA
Evan Hall,amanda68@flowers.org,ANTH-UA
Melissa Frazier,tcampbell@gmail.com,EG-UY
George Cain,adamkelley@mendoza.com,SOIM-UB
Thomas Serrano,rachael32@yahoo.com,PH-UY
Jonathan Armstrong,lisa08@myers.com,AN-UY
David Hamilton,amyneal@hicks-brock.biz,EURO-UA
Stephen King,zward@yahoo.com,MKTG-UB
David Vasquez,jadams@montgomery-johnson.com,HU-UY
Michael Leon,dstone@horton-miller.com,STAT-UB
Elizabeth Collier,levans@yahoo.com,SPAN-UA
Richard Jenkins,williamclark@myers-reyes.com,RSK-UY
Donald Brown,rasmussenmario@yahoo.com,LING-UA
Julie Clark,victoria30@hotmail.com,CP-UY
Keith Tran,martindeborah@gmail.com,STAT-UB
Sarah Chambers,ftrujillo@harper-blair.net,CE-UY
Amy Holland,brooksmargaret@hotmail.com,PL-UY
Anna Dougherty,greenduane@lewis.net,PORT-UA
Ronald Mueller,vfrank@simmons.biz,CAM-UY
Mario Alvarez,linjames@gmail.com,EG-UY
Curtis Booth,jacksonsarah@gmail.com,BSPA-UB
Alisha Moore,johnschmitt@perry.org,BMS-UY
Carlos Gonzalez,joshua73@hotmail.com,PSYCH-UA
Vincent Gibson,julie20@bailey.com,RELST-UA
Rebecca Jones,ruththompson@gmail.com,AE-UY
Juan Walker,hendrickslauren@parker-clark.com,ECON-UB
Jerry Hughes,joseph86@kelly.com,ECON-UA
Dr. William Estes MD,smithmark@miller.info,LATC-UA
Brent Price,burnettgina@vargas.com,UGA-UY
Kenneth Freeman,perrydennis@garrison.net,HEL-UA
Miss Amanda Leblanc,tracy84@hotmail.com,OPMG-UB
Tyler Lawrence,chavezcraig@hotmail.com,ECON-UB
Andrew Lee,bryanwatts@brown-scott.com,BPEP-UB
Jeffrey Mcdonald,stephensnyder@hotmail.com,HU-UY
Cindy Martin,jennifer21@costa-chen.com,UGA-UY
Kristine Haynes,rkim@brown.net,MEDI-UA
Gregory Hall,barbaradavies@yahoo.com,LING-UA
Jerry Delgado,andrea47@gmail.com,CORE-UA
Karen Jones,nmack@gmail.com,SOIM-UB
Amy Henderson,wtrevino@garcia.com,ECON-UA
Larry Harrison,fclark@hotmail.com,HIST-UA
David Brown,douglas20@jenkins.org,EAST-UA
Scott Perkins,kellie94@gmail.com,AH-UY
Brandon Villarreal,harrisstephanie@yahoo.com,EN-UY
Angela Baldwin,nhayes@simmons.com,CAMS-UA
Sharon Edwards,taradawson@fitzpatrick.info,MD-UY
Shawn Richardson,ajones@gmail.com,TECH-UB
Mrs. Krista Anthony,stephaniefrazier@gmail.com,MU-UY
Mary Harrison,petersfrancis@yahoo.com,MULT-UB
Michelle Patel,rkennedy@stark-fox.com,HBRJD-UA
Charles Smith,mtaylor@hotmail.com,MGMT-UB
Marvin Walker,xclark@burns-glover.com,EC-UY
Nicholas Bradley,denisenorman@hood.com,RELST-UA
Timothy Eaton,rhodesjoel@diaz-walker.com,FINC-UB
Rodney Allen,chambersanthony@hotmail.com,TCS-UY
Jennifer Garcia,catherine68@cook.biz,GERM-UA
Shannon Jensen,jamiemay@hotmail.com,EC-UY
Zachary Barr,dpittman@ford.biz,FIN-UY
Matthew Daniel,robert74@gmail.com,GS-UY
Robert Morton,ebolton@gmail.com,CLASS-UA
Jack Bridges,sarafields@gmail.com,FINC-UB
Travis Warner,emilywang@gmail.com,STAT-UB
Debra Turner,newtonchristopher@gmail.com,ARTH-UA
Christopher Griffin,dlee@jensen.info,MUSIC-UA
Joe Reid,vguerrero@beard.com,HU-UY
Norman Edwards,zoe42@young.com,ITAL-UA
Matthew Saunders,timothygraves@hotmail.com,SCA-UA
Eduardo Osborne,scottvictor@gmail.com,SEG-UY
Betty Freeman,christopher30@yahoo.com,BTEP-UB
Philip Phillips,samanthahanson@morse.info,URB-UY
David Anderson,jennifer98@hotmail.com,ROB-UY
Barbara Baxter,nmiller@hotmail.com,URB-UY
Mary Shannon,ahamilton@hotmail.com,FIN-UY
Brianna Johnson,kevin07@hotmail.com,AE-UY
Antonio Garrett,ccampbell@sharp.com,MEDI-UA
Cameron Ross,cwatson@barker.com,MD-UY
